26760
-1512.24  	330.52
-1716.6  	27.9681
-1521.26  	17.8547
-1554.14  	84.0966
-1387.65  	464.058
-1586.01  	649.949
-1739.98  	298.608
-1640.56  	217.947
-1579.15  	140.534
-1565.83  	569.235
-1422.51  	308.048
-1255.27  	387.118
-1571.26  	244.275
-1699.34  	334.168
-1381.99  	649.753
-1202.32  	522.479
-1462.23  	60.6874
-1477.88  	510.35
-1621.81  	100.368
-1739.79  	396.033
-1366.3  	213.475
-1280.25  	407.486
-1527.26  	292.121
-1577.32  	728.551
-1740.13  	171.685
-1384.74  	269.982
-1687.98  	416.593
-1041.53  	590.216
-1621.22  	35.242
-1349.63  	195.895
-1423.85  	395.746
-1475.39  	175.153
-1652.93  	59.1659
-1489.05  	519.647
-1549.46  	148.867
-1491.44  	224.321
-1528.51  	693.672
-1306.97  	82.6136
-1524.11  	298.59
-1679.83  	192.972
-1663.67  	265.557
-1576.92  	766.714
-1412.27  	188.056
-1549  	417.486
-1673.58  	441.088
-1323.08  	172.22
-1525.67  	383.816
-1768.24  	74.7517
-1490.4  	290.116
-1681.61  	387.286
-1464.28  	13.3235
-1533.83  	453.314
-1398.71  	512.379
-1130.3  	43.7663
-1244.72  	28.1444
-1180.73  	28.6874
-1156.94  	526.218
-1111.33  	15.6545
-1170.63  	76.9424
-1359.02  	80.2159
-1213.5  	95.4329
-1191.57  	14.6858
-1454.49  	207.191
-1426.79  	116.517
-1180.84  	71.1646
-1276.92  	120.501
-1246.86  	19.891
-1641.97  	70.0203
-1591.16  	735.843
-1255.11  	77.6083
-1387.01  	70.5456
-1272.78  	27.5363
-1182.07  	54.0282
-1602.06  	1.23769
-1247.56  	15.7077
-1226.62  	116.082
-1212.45  	180.645
-1121.92  	42.1433
-1169.48  	95.2705
-1704.46  	56.6634
-1245.14  	85.3504
-1722.27  	133.89
-1313.56  	70.4582
-1118.06  	11.2806
-1271.22  	37.7962
-1738.36  	10.6998
-1553.18  	298.539
-1196.34  	86.0677
-1163.61  	72.5033
-1429.96  	683.123
-1742.84  	42.7784
-1215.77  	583.509
-1599.44  	190.226
-1104.85  	5.73315
-1257.38  	33.917
-1218.9  	264.631
-1621.23  	661.213
-1180.86  	386.022
-1638.29  	667.716
-1663.54  	163.642
-1680.26  	202.621
-1540.82  	706.004
-1441.07  	166.474
-1393.26  	241.049
-1713.34  	431.587
-1278.42  	526.546
-1736.67  	403.43
-1717.59  	1.47235
-1415.56  	589.219
-1696.15  	438.798
-1623.03  	657.869
-1695.57  	309.61
-1390.66  	594.492
-1651.21  	46.1236
-1446.33  	113.47
-1445.19  	258.52
-1199.83  	494.874
-1520.27  	477.777
-1509.97  	564.825
-1532.94  	132.563
-1755.96  	18.3864
-1681.74  	314.513
-1552.48  	653.678
-1482.31  	256.911
-1344.85  	629.486
-1478.76  	379.301
-1462.44  	385.499
-1289.83  	510.353
-1545.77  	507.65
-1460.25  	68.6408
-1440.78  	296.259
-1552.14  	402.544
-1558.61  	668.737
-1378.82  	304.602
-1565.01  	584.226
-1563.05  	73.0051
-1451.41  	415.059
-1378.85  	556.602
-1602.7  	525.386
-1245.13  	558.099
-1509.41  	474.619
-1750.31  	35.6338
-1646.4  	672.804
-1500.99  	863.861
-1445.38  	350.245
-1503.81  	404.565
-1604.7  	350.937
-1700.16  	19.9331
-1590.61  	529.109
-1415.04  	47.5239
-1105.91  	188.993
-1256  	21.2459
-1515.59  	5.07099
-1569.13  	479.396
-1188.88  	6.13172
-1244.64  	73.6135
-1300.04  	165.081
-1415.2  	316.125
-1212.76  	11.8669
-1278.29  	297.522
-1301.45  	92.4278
-1193.86  	22.7483
-1237.66  	52.0717
-1446.02  	153.876
-1244.17  	232.723
-1450.82  	306.276
-1774.5  	8.64349
-1184.22  	186.472
-1603.39  	337.891
-1190.51  	9.6252
-1601.69  	119.637
-1184.68  	21.7587
-1190.81  	78.7311
-1382.09  	140.661
-1338.69  	130.207
-1122.4  	26.5931
-1344.2  	18.4686
-1169.84  	66.4828
-1581.85  	191.371
-1541.96  	29.012
-1280.64  	86.7539
-1280.85  	262.513
-1239.78  	6.74815
-1365.57  	392.284
-1279.23  	17.6932
-1118.92  	24.4254
-1176.6  	219.637
-1164.17  	153.946
-1357.15  	246.166
-1129.51  	15.1795
-1244.67  	57.3208
-1468.67  	282.527
-1283.37  	58.205
-1176.24  	37.3866
-1393.46  	69.0561
-1160  	78.59
-1304.88  	624.188
-1189.28  	210.945
-1678.33  	459.817
-1680.09  	80.4049
-1635.79  	27.1533
-1571.33  	430.921
-1483.6  	288.53
-1576.04  	43.2973
-1470.82  	39.6664
-1730.49  	409.297
-1657.48  	656.14
-1651.64  	489.695
-1504.44  	559.306
-1535.68  	6.01744
-1429.6  	582.631
-1298.09  	249.408
-1481.11  	246.389
-1311.84  	641.019
-1365.14  	376.33
-1540.4  	511.16
-1723.04  	233.747
-1719.16  	95.3769
-1673.43  	47.7449
-1637.76  	616.049
-1662.1  	485.65
-1393.17  	95.055
-1170.08  	401.873
-1213.34  	423.353
-1244.25  	539.54
-1494.26  	615.568
-1451.31  	350.965
-1520.55  	234.82
-1680.62  	374.263
-1157.55  	597.597
-1614.58  	318.932
-1472.17  	290.332
-1194.64  	497.903
-1572.59  	120.564
-1696.78  	240.501
-1350.17  	154.692
-1642.15  	243.773
-1660.8  	136.803
-1713.62  	73.9624
-1512.03  	405.66
-1581.05  	205.415
-1730.1  	285.237
-1360.5  	390.462
-1689.78  	344.461
-1612.06  	473.317
-1429.64  	194.435
-1560.83  	632.199
-1521  	393.361
-1683.25  	233.207
-1663.75  	7.25693
-1547.6  	363.007
-1690.76  	261.176
-1458.27  	348.111
-1699.95  	292.862
-1391.78  	279.678
-1436.55  	20.5669
-1557.02  	533.568
-1651.51  	185.489
-1639.89  	211.271
-1154.18  	7.59464
-1727.21  	214.162
-1517.87  	132.075
-1120.3  	29.5811
-1171.35  	57.0689
-1253.48  	26.118
-1326.43  	268.953
-1548.69  	67.3674
-1513.33  	341.478
-1168.42  	36.6026
-1337.83  	480.092
-1265.62  	36.3237
-1174.59  	9.6643
-1538.85  	588.082
-1143.16  	72.8749
-1456.35  	29.4112
-1203.7  	54.8677
-1215.94  	161.282
-1153.73  	15.8255
-1700.81  	27.6469
-1275.57  	172.261
-1373.28  	24.4696
-1427.55  	257.716
-1090.37  	563.976
-1179.06  	14.5039
-1145.66  	77.5841
-1210.14  	18.8308
-1246.07  	160.368
-1313.02  	47.4316
-1420.54  	560.227
-1180.26  	196.992
-1146.84  	15.6489
-1192.42  	76.5899
-1155.9  	113.343
-1147.02  	15.4692
-1596.13  	40.9382
-1150.28  	29.3978
-1550.73  	73.1924
-1224.56  	35.1105
-1535.42  	38.2325
-1146.7  	9.60304
-1144.87  	51.7505
-1414.05  	321.097
-1488.93  	494.422
-1554.63  	350.832
-1750.16  	23.5011
-1695.83  	60.7517
-1614.92  	143.078
-1429.59  	426.94
-1619.17  	346.675
-1663.47  	472.887
-1497.45  	568.879
-1725.65  	455.144
-1308.25  	33.824
-1355.47  	311.968
-1625.95  	1.93728
-1684.3  	231.121
-1438.63  	210.7
-1500.15  	242.858
-1527.43  	561.319
-1699.54  	189.554
-1564.15  	369.664
-1697.94  	31.744
-1543.02  	5.54771
-1523.55  	558.976
-1384.16  	431.952
-1522.59  	703.981
-1728.2  	232.431
-1498.98  	693.791
-1284.65  	306.387
-1585.51  	568.31
-1391.91  	640.848
-1454.04  	169.512
-1532.3  	260.107
-1488.12  	281.691
-1561.68  	166.507
-1422.24  	380.367
-1574.88  	243.045
-1591.26  	254.712
-1671.41  	274.475
-1526.13  	9.033
-1769.45  	23.224
-1636.43  	492.938
-1625.87  	13.6997
-1372.2  	171.845
-1495.48  	506.637
-1627.42  	556.441
-1570.24  	487.416
-1735.54  	395.418
-1276.72  	480.197
-1752.74  	40.5838
-1204.3  	39.6724
-1171.18  	277.53
-1249.77  	95.2179
-1523.87  	452.995
-1664.35  	143.059
-1685.03  	269.926
-1119.62  	16.5804
-1174.11  	17.463
-1190.03  	5.12778
-1534.67  	486.505
-1419.28  	285.439
-1280.01  	264.844
-1177.52  	494.577
-1413.65  	165.093
-1686.12  	78.915
-1389.66  	17.6412
-1493.53  	61.6023
-1200.06  	130.947
-1171.29  	110.623
-1203.11  	49.1041
-1627.29  	297.039
-1148.28  	180.571
-1241.82  	70.9016
-1723.02  	127.443
-1201.1  	59.2678
-1499.26  	595.872
-1178.4  	37.1963
-1181.55  	53.83
-1572.6  	210.38
-1246.34  	19.8149
-1223.72  	310.499
-1363.2  	197.199
-1175.98  	132.192
-1700.72  	446.334
-1195.14  	212.724
-1593.09  	318.439
-1373.61  	550.643
-1432.05  	665.447
-1416.9  	256.773
-1623.44  	435.128
-1060.56  	630.132
-1662.66  	140.004
-1437.75  	216.788
-1469.53  	647.96
-1600.1  	7.94786
-1486.14  	265.04
-1357.31  	579.151
-1511.52  	578.892
-1572.31  	633.635
-1419.12  	282.763
-1688.1  	567.933
-1459.25  	708.585
-1566.3  	596.014
-1581.05  	523.363
-1080.63  	466.578
-1773.58  	138.414
-1534.06  	290.059
-1442.59  	703.132
-1426.66  	506.006
-1445.42  	118.581
-1438.3  	706.116
-1423.85  	19.2352
-1240.31  	319.337
-1710.21  	464.57
-1439.74  	130.101
-1704.8  	132.699
-1752.04  	63.2266
-1634.42  	282.428
-1707.78  	175.178
-1324.9  	193.011
-1434.88  	480.701
-1596.79  	406.225
-1659.28  	243.939
-1330.77  	84.006
-1662  	598.346
-1622.58  	242.75
-1117.04  	570.09
-1615.95  	270.371
-1781.79  	3.38432
-1493.55  	248.04
-1543.02  	613.55
-1506.15  	456.451
-1627.45  	23.3209
-1751.22  	19.1385
-1638.84  	574.265
-1543.8  	317.88
-1706.45  	431.321
-1665.84  	397.916
-1432.23  	21.0983
-1390.57  	491.249
-1780.11  	3.99162
-1546.76  	668.974
-1517.68  	676.459
-1516.07  	695.016
-1688.75  	199.368
-1653.53  	564.338
-1551.63  	386.27
-1620.67  	218.94
-1690.47  	515.034
-1560.6  	462.803
-1650.13  	114.817
-1528.71  	361.235
-1428.11  	373.614
-1237.27  	532.481
-1288.57  	157.084
-1200.34  	60.5764
-1224.33  	51.4675
-1308.82  	310.959
-1353.98  	584.144
-1340.19  	307.418
-1118.88  	5.85259
-1647.25  	157.206
-1109.63  	152.947
-1450.06  	523.315
-1737.45  	300.013
-1239.42  	43.4805
-1623.77  	5.56423
-1255.46  	337.921
-1675.3  	293.015
-1184.92  	33.0575
-1521.78  	278.49
-1358.05  	117.573
-1706.48  	116.644
-1275.18  	6.66375
-1333.58  	360.442
-1244.09  	71.2352
-1382.81  	399.155
-1179.13  	39.2539
-1532.12  	305.125
-1728.54  	23.584
-1231.89  	44.7487
-1370.04  	318.123
-1718.18  	35.8279
-1294.86  	146.855
-1008.59  	924.99
-1307.6  	85.4668
-1315.87  	44.8906
-1550.7  	736.559
-1734.66  	88.7494
-1144.43  	4.14344
-1248.71  	158.568
-1293.88  	28.3239
-1225.58  	142.618
-1293.73  	218.973
-1710.93  	284.504
-1250.96  	288.097
-1229.21  	420.456
-1240.81  	592.191
-1585.13  	161.605
-1397.86  	150.391
-1674.65  	461.469
-1782.75  	26.0937
-1452.99  	538.69
-1383.18  	256.53
-1637.81  	91.4424
-1187.74  	595.485
-1322.42  	293.305
-1594.71  	106.699
-1656.58  	138.087
-1468.24  	605.526
-1549.8  	186.282
-1318.49  	280.431
-1206.28  	575.116
-1426.04  	381.193
-1528.17  	601.186
-1598.19  	509.32
-1544.96  	565.027
-1336.86  	287.167
-1370.33  	132.036
-1634.81  	571.917
-1571.93  	612.002
-1302.48  	500.839
-1313.52  	537.445
-1456.13  	21.8202
-1318.62  	433.204
-1550.84  	272.167
-1400.4  	580.079
-1600  	48.1023
-1623.2  	103.849
-1261.19  	345.629
-1568.18  	36.169
-1607.7  	127.71
-1468.09  	335.792
-1626.64  	563.662
-1699.6  	141.183
-1420.84  	112.476
-1655.54  	522.294
-1719.22  	220.901
-1654.69  	642.467
-1302.08  	602.953
-1556.41  	142.477
-1405.8  	531.23
-1319.03  	375.24
-1669.91  	306.049
-1687.1  	11.5606
-1413.22  	38.2384
-1456.88  	138.284
-1114.56  	2.78784
-1440.73  	62.1121
-1151.6  	34.9569
-1489.02  	206.644
-1251.02  	44.5936
-1247.9  	16.0061
-1342.67  	394.857
-1273.26  	87.3684
-1169.41  	39.374
-1350.59  	46.3557
-1177.13  	16.7577
-1203.6  	298.18
-1374.2  	96.7939
-1192.32  	47.5154
-1186.85  	213.132
-1167.43  	44.1295
-1692.67  	115.911
-1160.06  	75.0882
-1709.76  	84.8595
-1398.95  	225.804
-1128.9  	7.13413
-1324.32  	114.384
-1143.83  	543.304
-1230.21  	41.7669
-1217.29  	377.252
-1200.38  	194.582
-1143.68  	503.298
-1293.94  	400.968
-1600.02  	65.8622
-1148.45  	257.598
-1530.99  	439.205
-1171.32  	27.3047
-1538.58  	503.547
-1660.55  	390.412
-1288.85  	48.6554
-1197.83  	97.1242
-1370.12  	98.8894
-1222.94  	151.419
-1309.06  	339.661
-1157.08  	41.7979
-1210.78  	26.7607
-1704.12  	16.4488
-1575.26  	310.674
-1355.55  	238.105
-1538.73  	251.007
-1211.38  	79.4881
-1604.37  	198.108
-1624.12  	287.326
-1476.57  	107.731
-1719.59  	116.59
-1469.83  	111.811
-1415.2  	341.435
-1263.12  	558.023
-1715.08  	35.5121
-1717.86  	342.152
-1647.43  	625.009
-1292.3  	61.3589
-1340.13  	579.708
-1657.11  	471.207
-1489.08  	602.14
-1339.97  	452.081
-1245.68  	549.724
-1511.44  	343.599
-1554.12  	430.749
-1559.51  	55.8124
-1672.19  	192.682
-1440.31  	626.594
-1611.55  	621.187
-1628.48  	152.65
-1562.04  	338.318
-1530.84  	468.798
-1492.17  	509.912
-1691.23  	511.742
-1747.82  	82.2531
-1598.08  	327.664
-1652.17  	635.57
-1704.63  	2.44439
-1363.92  	451.016
-1739.74  	154.976
-1468.82  	164.172
-1441.26  	29.4678
-1708.11  	492.978
-1743.2  	138.657
-1557.43  	125.045
-1465.38  	205.422
-1739.85  	100.476
-1592.31  	374.028
-1607.9  	262.631
-1666.22  	477.766
-1557.74  	234.63
-1510.52  	139.822
-1672.51  	257.143
-1520.59  	383.988
-1475.64  	480.25
-1516.02  	303.556
-1675.27  	446.757
-1651.47  	647.233
-1587.89  	57.6665
-490.918  	1524.59
-1538.21  	38.7745
-1281.65  	490.675
-1407.17  	364.104
-1250.49  	510.441
-1382.91  	322.526
-1741.74  	214.459
-1672.82  	166.684
-1605.66  	370.286
-1116.4  	37.0435
-1187.76  	5.31864
-1733.05  	34.8424
-1205.64  	128.635
-1350.57  	26.87
-1218.05  	22.5654
-1155.42  	4.44054
-1201.39  	69.2657
-1432.05  	126.745
-1513.62  	39.5447
-1312.76  	66.2992
-1243.82  	367.137
-1586.63  	349.371
-1366.45  	477.752
-1456.15  	544.276
-1236.93  	609.349
-1618.34  	49.9307
-1246.65  	122.533
-1191.11  	52.408
-1421.74  	238.267
-1110.94  	79.8541
-1391.82  	2.97647
-1132.94  	62.075
-1316.48  	118.271
-1173.39  	92.2435
-1369.92  	515.835
-1106.27  	20.7127
-1770.38  	96.3331
-1742.02  	208.225
-1654.27  	226.586
-1212.38  	56.1322
-1383.68  	294.261
-1162.32  	1.90286
-1191.27  	186.669
-666.194  	862.11
-1654.25  	347.949
-1121.86  	30.5703
-1655.97  	38.4902
-1563.26  	241.589
-1344.31  	183.058
-1167.26  	0.496677
-1210.78  	26.0976
-1209.44  	434.266
-1688.26  	287.495
-1570.28  	475.368
-1315.52  	239.442
-1455.28  	371.244
-1490.08  	591.781
-1311.03  	543.302
-1583.56  	140.262
-1541.67  	542.372
-1662.55  	579.874
-1669.52  	235.176
-1758.98  	74.0691
-1633.06  	150.657
-1044.37  	632.966
-1500.57  	106.613
-1380.41  	220.26
-1483.94  	266.162
-1719.51  	213.561
-1528.87  	183.068
-1478.67  	375.263
-1499.18  	308.957
-1418.29  	590.947
-1317.96  	604.023
-1387.75  	501.175
-1740.05  	35.3539
-1713.96  	165.435
-1711.17  	285.639
-1609.29  	578.982
-1550.92  	218.968
-1337.37  	588.636
-1600.2  	245.385
-1433.28  	601.791
-1514.25  	0.320275
-1337.17  	595.279
-1488.97  	679.983
-1397.3  	631.475
-1474.12  	363.486
-1384.48  	326.835
-1517.05  	703.989
-1403.79  	436.103
-1739.34  	139.219
-1547.74  	210.287
-1262.72  	664.053
-1723.12  	134.596
-1594.6  	48.7419
-1654.66  	26.9663
-1496.93  	124.28
-1473.61  	486.258
-1600.59  	719.469
-1335.35  	407.917
-1571.08  	353.269
-1415.37  	194.548
-1702.84  	500.17
-1704.22  	38.3229
-1240.69  	91.8326
-1614.36  	119.633
-1651.12  	463.592
-1691.65  	84.7101
-1373.49  	212.667
-1728.85  	284.822
-1226.23  	21.6408
-1224.34  	1.22795
-1681.59  	342.169
-1466.37  	707.482
-1405.3  	600.233
-1371.78  	206.581
-1422.1  	47.576
-1191.32  	3.73903
-1271.41  	117.685
-1630.76  	102.988
-1143.09  	15.1592
-1291.81  	65.0392
-1225.38  	217.398
-1272.87  	58.6716
-1117.74  	26.3729
-1374.81  	23.5081
-1271.81  	124.419
-1704.97  	451.145
-1663.98  	213.921
-1315.21  	556.717
-1263.24  	189.414
-1747.53  	181.602
-1482.99  	145.459
-1181.02  	14.5221
-1286.39  	60.489
-1238.42  	128.004
-1127.97  	44.1975
-1356.89  	163.292
-1614.27  	751.171
-1567.92  	720.558
-1711.54  	444.7
-1281.68  	613.46
-1590  	474.412
-1320.37  	336.504
-1603.53  	204.916
-1678.68  	370.209
-1504.27  	477.934
-1454.6  	526.898
-1633.48  	311.033
-1187.69  	520.862
-1403.02  	328.72
-1453.07  	279.567
-1397.75  	486.016
-1197.21  	466.671
-1665  	385.392
-1636.32  	42.2177
-1721.78  	267.894
-1680.65  	40.282
-1552.1  	306.949
-1632.7  	542.055
-1662.88  	519.64
-1489.23  	354.499
-1780.36  	38.6191
-1481.16  	417.955
-1644.99  	385.926
-1402.55  	256.752
-1646.54  	466.612
-1746.01  	1.45955
-1465.62  	601.174
-1571.96  	270.457
-1190.7  	381.395
-1609.27  	726.446
-1695.16  	16.8188
-1499.23  	231.118
-1506.18  	340.908
-1370.5  	411.884
-1417.55  	79.7631
-1609.02  	109.393
-1609.03  	746.026
-1467.47  	461.559
-1357.7  	150.667
-1701.36  	123.079
-1154.16  	544.463
-1440.96  	351.104
-1457.01  	710.85
-1541.11  	96.9783
-1610.79  	407.354
-1505.49  	611.254
-1628.55  	20.7703
-1449.55  	179.203
-1208.18  	579.457
-1057.74  	594.002
-1519.13  	50.3365
-1756.14  	163.331
-1534.45  	167.576
-1498.13  	208.117
-1094.85  	24.3588
-1510.64  	545.563
-1331.63  	6.69607
-1354.93  	349.647
-1245.69  	105.77
-1438.59  	298.746
-1695.19  	179.437
-1274.36  	26.9891
-1315.2  	454.739
-1371.48  	181.524
-1311.87  	505.808
-1364.08  	219.935
-1289.23  	132.19
-1118.78  	18.2678
-1178.43  	83.6418
-1720.34  	82.2282
-1327.47  	50.7085
-1302.26  	162.101
-1261.08  	55.808
-1227.59  	35.1211
-1219.57  	114.741
-1199.06  	3.35441
-1135.67  	22.9904
-1244.39  	29.7997
-1153.67  	72.0738
-1520.01  	178.864
-1158.72  	40.4846
-1322.5  	15.825
-1418.93  	183.923
-1398.87  	470.106
-1593.4  	107.138
