4.5 
-0.0254976 0
-0.0248705 0.00641618
-0.0331554 0.00826448
-0.0414403 0.0101128
-0.05801 0.0138094
-0.0662949 0.0156577
-0.0745798 0.017506
-0.075785 0.00985583
-0.076316 0.00197117
-0.0764488 0
-0.076316 -0.00197117
-0.075785 -0.00985583
-0.0745798 -0.017506
-0.0662949 -0.0156577
-0.05801 -0.0138094
-0.0414403 -0.0101128
-0.0331554 -0.00826448
-0.0248705 -0.00641618
4.51 
-0.0255715 0
-0.0249437 0.00642115
-0.0332394 0.00827321
-0.0415352 0.0101253
-0.0581266 0.0138294
-0.0664224 0.0156814
-0.0747181 0.0175335
-0.0759275 0.00987929
-0.0764573 0.00197586
-0.0765897 0
-0.0764573 -0.00197586
-0.0759275 -0.00987929
-0.0747181 -0.0175335
-0.0664224 -0.0156814
-0.0581266 -0.0138294
-0.0415352 -0.0101253
-0.0332394 -0.00827321
-0.0249437 -0.00642115
4.52 
-0.0256455 0
-0.0250168 0.00642642
-0.0333234 0.00828217
-0.04163 0.0101379
-0.0582432 0.0138494
-0.0665498 0.0157052
-0.0748564 0.0175609
-0.07607 0.00990273
-0.0765985 0.00198055
-0.0767306 0
-0.0765985 -0.00198055
-0.07607 -0.00990273
-0.0748564 -0.0175609
-0.0665498 -0.0157052
-0.0582432 -0.0138494
-0.04163 -0.0101379
-0.0333234 -0.00828217
-0.0250168 -0.00642642
4.53 
-0.0257192 0
-0.0250901 0.00643218
-0.0334076 0.0082915
-0.041725 0.0101508
-0.0583599 0.0138695
-0.0666773 0.0157288
-0.0749948 0.0175881
-0.0762125 0.00992618
-0.0767397 0.00198524
-0.0768715 0
-0.0767397 -0.00198524
-0.0762125 -0.00992618
-0.0749948 -0.0175881
-0.0666773 -0.0157288
-0.0583599 -0.0138695
-0.041725 -0.0101508
-0.0334076 -0.0082915
-0.0250901 -0.00643218
4.54 
-0.0257927 0
-0.0251635 0.00643842
-0.0334918 0.00830122
-0.0418201 0.010164
-0.0584766 0.0138896
-0.0668049 0.0157524
-0.0751332 0.0176152
-0.0763549 0.00994963
-0.0768809 0.00198993
-0.0770124 0
-0.0768809 -0.00198993
-0.0763549 -0.00994963
-0.0751332 -0.0176152
-0.0668049 -0.0157524
-0.0584766 -0.0138896
-0.0418201 -0.010164
-0.0334918 -0.00830122
-0.0251635 -0.00643842
4.55 
-0.0258661 0
-0.025237 0.00644509
-0.0335761 0.00831127
-0.0419152 0.0101775
-0.0585934 0.0139098
-0.0669325 0.015776
-0.0752716 0.0176422
-0.0764974 0.00997313
-0.0770221 0.00199463
-0.0771533 0
-0.0770221 -0.00199463
-0.0764974 -0.00997313
-0.0752716 -0.0176422
-0.0669325 -0.015776
-0.0585934 -0.0139098
-0.0419152 -0.0101775
-0.0335761 -0.00831127
-0.025237 -0.00644509
4.56 
-0.0259394 0
-0.0253104 0.00645212
-0.0336603 0.0083216
-0.0420103 0.0101911
-0.0587102 0.01393
-0.0670601 0.0157995
-0.0754101 0.017669
-0.0766399 0.00999652
-0.0771633 0.0019993
-0.0772942 0
-0.0771633 -0.0019993
-0.0766399 -0.00999652
-0.0754101 -0.017669
-0.0670601 -0.0157995
-0.0587102 -0.01393
-0.0420103 -0.0101911
-0.0336603 -0.0083216
-0.0253104 -0.00645212
4.57 
-0.0260127 0
-0.0253839 0.00645938
-0.0337447 0.00833212
-0.0421055 0.0102049
-0.058827 0.0139503
-0.0671878 0.0158231
-0.0755486 0.0176958
-0.0767823 0.01002
-0.0773045 0.002004
-0.0774351 0
-0.0773045 -0.002004
-0.0767823 -0.01002
-0.0755486 -0.0176958
-0.0671878 -0.0158231
-0.058827 -0.0139503
-0.0421055 -0.0102049
-0.0337447 -0.00833212
-0.0253839 -0.00645938
4.58 
-0.0260861 0
-0.0254573 0.00646666
-0.0338289 0.00834265
-0.0422005 0.0102186
-0.0589438 0.0139706
-0.0673154 0.0158466
-0.075687 0.0177226
-0.0769248 0.0100435
-0.0774458 0.0020087
-0.077576 0
-0.0774458 -0.0020087
-0.0769248 -0.0100435
-0.075687 -0.0177226
-0.0673154 -0.0158466
-0.0589438 -0.0139706
-0.0422005 -0.0102186
-0.0338289 -0.00834265
-0.0254573 -0.00646666
4.59 
-0.0261594 0
-0.0255308 0.00647413
-0.0339132 0.00835334
-0.0422957 0.0102326
